GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1
"""04000""",Arizona,6,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.504,96.111,97.856,98.098,99.929,100.169,101.345,102.594,102.884,103.992,105.300,105.228,105.127,105.002,103.766,99.914,96.439,94.548,93.673,94.796,93.947,95.492,96.533,97.622,97.123,97.455,97.787,99.768,99.818,100.263,99.893,100.026,100.447,100.391,100.776,101.395,101.491,101.857,102.498,102.272,103.604,104.047,103.776,104.984,105.711,106.820,108.191,108.507,109.841,110.514,112.345,113.005,114.639,115.100,115.937,116.480,117.685,118.637,120.073,120.904,119.441,111.857,119.261,121.811,121.944,123.777,124.805,126.711,125.904
"""04000""",Arizona,6,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,220647.6,225552.6,231487.1,233976.4,240385.0,242839.9,247795.9,252806.9,256004.6,259985.9,264576.2,265001.2,264549.9,265361.0,264331.3,257462.0,249753.9,245160.8,243381.8,247400.8,245589.8,249783.0,252857.5,256381.9,256374.6,258934.3,261472.5,266881.5,269074.1,271604.9,271633.6,273447.5,275876.3,276875.9,279361.5,282252.8,283488.1,286289.0,289914.0,290975.5,295882.1,298929.9,299379.0,303382.0,305839.1,311399.3,316315.1,318772.0,323955.8,326862.5,333473.9,337372.4,343826.6,348129.0,351968.9,355705.3,361237.3,366861.1,373610.5,378243.9,375700.3,351317.9,378850.2,389007.5,393599.0,405788.7,415560.6,429818.7,435310.3
"""05000""",Arkansas,5,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,104693.3,105271.5,105872.6,108082.4,108122.4,109421.7,108515.5,107782.7,105496.6,106460.1,106792.1,111675.6,106514.9,107887.2,107000.4,104743.4,105389.1,101652.8,102153.5,102791.0,102789.8,105525.4,107112.0,107220.9,106992.8,107614.0,107800.8,109322.6,109050.0,109000.4,108335.1,107582.7,110536.4,110322.7,111177.9,110972.6,110925.0,111544.9,112045.8,112422.3,111583.0,112224.6,112863.5,112732.8,112424.3,112549.8,112484.3,113734.1,113269.2,113540.1,113798.4,114932.9,115453.5,115608.3,116117.6,116571.0,116073.3,116244.8,117019.8,117825.9,116945.8,108853.8,116646.3,117328.0,119313.5,120493.3,120760.1,122275.4,121991.1
"""05000""",Arkansas,5,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,96.499,97.032,97.586,99.622,99.659,100.857,100.022,99.346,97.239,98.127,98.433,102.934,98.178,99.442,98.625,96.545,97.140,93.696,94.158,94.745,94.744,97.266,98.728,98.828,98.618,99.191,99.363,100.765,100.514,100.469,99.855,99.162,101.884,101.687,102.476,102.286,102.242,102.814,103.276,103.623,102.849,103.440,104.029,103.909,103.624,103.740,103.680,104.832,104.403,104.653,104.891,105.937,106.416,106.559,107.029,107.447,106.988,107.146,107.860,108.603,107.792,100.333,107.516,108.144,109.974,111.062,111.308,112.704,112.442
"""05000""",Arkansas,5,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,89068.5,89829.1,91062.3,93591.1,94375.6,96268.5,96468.3,96388.1,95510.7,97088.5,98009.8,102917.6,98495.2,100579.9,100787.6,98964.4,99555.2,95965.2,96634.7,97877.5,98284.6,101131.8,102983.7,103546.0,104016.7,105355.4,106202.4,107497.9,108006.5,108549.9,108667.9,108744.1,112468.8,112520.9,113828.9,114090.7,114519.0,115882.2,116756.3,117400.3,116367.9,117583.7,118665.1,118530.4,118021.8,118902.6,118938.7,120746.5,120987.6,121541.5,122423.9,124447.7,125625.0,126853.6,127681.7,129065.6,129040.8,129954.3,131427.8,132936.6,132472.4,122958.7,133036.8,134534.9,138770.9,143004.5,145923.6,150482.7,153714.9
"""06000""",California,8,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,1896451.4,1913819.0,1940272.3,1956825.6,1998965.4,1992185.0,2003116.6,2015482.7,2010197.5,2028647.2,2047151.8,2078772.2,2048458.1,2090779.0,2089111.0,2018207.0,2014380.2,1989827.3,1983954.8,1993596.4,2014927.8,2023682.5,2030692.7,2074757.2,2063725.7,2066176.3,2057265.9,2068142.1,2097468.6,2100537.7,2112352.9,2142026.6,2138941.9,2156746.2,2184393.8,2236834.0,2216087.8,2241222.5,2281298.4,2285610.2,2332010.5,2362335.5,2365812.5,2369653.2,2406765.8,2406800.8,2441320.6,2456691.1,2485233.7,2523632.7,2560373.5,2597837.2,2601862.5,2637537.5,2661741.3,2673163.7,2693526.5,2736221.0,2751471.1,2776155.1,2739612.3,2496457.9,2690337.2,2728256.4,2799129.2,2860601.9,2879898.7,2946067.2,2939039.8
"""06000""",California,8,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,89.748,90.569,91.821,92.605,94.599,94.278,94.795,95.381,95.130,96.004,96.879,98.376,96.941,98.944,98.865,95.509,95.328,94.166,93.889,94.345,95.354,95.769,96.100,98.186,97.664,97.780,97.358,97.873,99.260,99.406,99.965,101.369,101.223,102.066,103.374,105.856,104.874,106.063,107.960,108.164,110.360,111.795,111.960,112.141,113.898,113.899,115.533,116.260,117.611,119.428,121.167,122.940,123.130,124.819,125.964,126.505,127.468,129.489,130.210,131.379,129.649,118.142,127.317,129.112,132.466,135.375,136.288,139.419,139.087
"""06000""",California,8,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,1657292.4,1680340.0,1715935.1,1740674.1,1789641.0,1797006.6,1820211.6,1841980.7,1855811.4,1883992.9,1910858.6,1944945.1,1920582.3,1964303.1,1976074.2,1917821.8,1910813.6,1881658.2,1876005.3,1892186.4,1919069.0,1937908.1,1953261.5,2006132.2,2007608.8,2022198.7,2027032.7,2037160.0,2079759.5,2094742.1,2118154.5,2159729.7,2167627.5,2191853.4,2228668.7,2293409.9,2277808.7,2315807.3,2367246.4,2380283.6,2434212.2,2476522.9,2489391.9,2494096.5,2533323.0,2546150.8,2586282.9,2612779.4,2654787.0,2703279.0,2755120.9,2810708.8,2825572.2,2887291.4,2920467.6,2947072.8,2981815.4,3045351.6,3072533.7,3110880.2,3083611.2,2801946.6,3042208.0,3100984.9,3207138.8,3321704.1,3384335.2,3513347.5,3568888.3
"""08000""",Colorado,7,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,250734.2,251939.1,253059.7,250500.7,256879.2,255511.4,259127.6,258202.5,261339.4,265303.1,267714.0,273193.4,270427.7,272668.6,272262.6,268566.7,267475.2,262831.1,264442.7,265116.1,264279.2,265486.2,268419.5,273250.7,270474.2,271053.5,271376.9,273898.0,275172.9,276919.0,276451.2,278749.5,283490.7,283967.3,287284.3,290294.0,292113.6,295755.1,300430.9,306321.4,309642.5,311206.2,313371.0,315418.9,314964.4,316105.6,320509.4,324234.0,325022.1,327221.2,331771.7,335827.5,338845.7,341446.9,343027.3,346823.8,349998.6,355100.2,360880.3,361115.4,357983.5,327566.5,347601.2,350893.8,357382.7,365512.2,367681.0,373097.4,371304.9
"""08000""",Colorado,7,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,90.576,91.011,91.416,90.491,92.795,92.301,93.608,93.273,94.407,95.838,96.709,98.689,97.690,98.499,98.353,97.017,96.623,94.945,95.528,95.771,95.469,95.905,96.964,98.709,97.707,97.916,98.033,98.943,99.404,100.035,99.866,100.696,102.409,102.581,103.779,104.866,105.524,106.839,108.528,110.656,111.856,112.421,113.203,113.942,113.778,114.190,115.781,117.127,117.411,118.206,119.850,121.315,122.405,123.345,123.916,125.287,126.434,128.277,130.365,130.450,129.318,118.331,125.568,126.757,129.101,132.038,132.822,134.778,134.131
"""08000""",Colorado,7,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,216841.7,219446.3,223217.9,223629.0,229764.1,230356.4,235147.8,235318.6,240522.7,246128.3,250109.4,257025.7,255957.0,261629.0,262416.1,255484.8,252786.2,248374.2,250606.2,253144.1,253940.1,255373.3,258953.3,264934.3,264147.5,266862.8,268330.6,270723.3,273614.1,276036.5,276873.8,280768.1,287255.3,289101.3,294140.3,298065.0,301806.8,307147.1,312328.2,316888.2,316793.3,320320.4,322179.3,323591.2,321951.2,326571.2,332515.8,338608.8,341554.9,344737.6,350959.8,358340.0,363869.5,369950.4,373225.5,378653.0,382449.7,390227.5,397140.6,399054.1,395421.1,358716.2,385075.1,391126.2,402761.3,417623.6,426477.5,440903.4,447519.9
"""09000""",Connecticut,1,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,236627.0,238189.5,237983.3,241398.4,249100.4,246858.5,246937.1,250039.3,258116.3,258100.6,258695.3,256899.9,269900.2,265383.3,254868.2,240872.2,246919.0,244143.1,243640.6,244876.4,243504.8,245522.0,245500.5,242891.6,237263.1,239617.8,237947.0,239341.7,240932.4,241451.5,240699.6,240564.1,237008.3,235342.3,236373.7,235478.3,231554.2,234565.8,237162.3,239841.4,242291.6,243542.0,242306.5,242686.1,243591.8,242970.3,242690.1,243894.5,244002.1,248024.7,248690.0,248717.3,249498.2,248501.8,251914.2,250078.2,251236.3,251914.6,251629.5,251200.1,245664.6,220784.7,237215.7,239889.2,240712.2,244913.3,246434.3,251070.5,250200.7
"""09000""",Connecticut,1,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,98.221,98.870,98.784,100.202,103.399,102.468,102.501,103.789,107.141,107.135,107.382,106.636,112.033,110.158,105.793,99.984,102.493,101.341,101.133,101.646,101.076,101.914,101.905,100.822,98.485,99.463,98.769,99.348,100.009,100.224,99.912,99.856,98.380,97.688,98.116,97.745,96.116,97.366,98.444,99.556,100.573,101.092,100.579,100.736,101.112,100.854,100.738,101.238,101.283,102.952,103.229,103.240,103.564,103.150,104.567,103.805,104.286,104.567,104.449,104.271,101.973,91.645,98.466,99.575,99.917,101.661,102.292,104.217,103.856
"""09000""",Connecticut,1,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,201987.1,204097.8,205354.2,209419.5,217896.9,218199.4,219559.4,223418.0,232781.0,234378.3,236030.4,234973.0,247467.5,243562.6,237223.9,227493.3,234566.4,232238.0,232254.7,234103.7,232715.4,235591.2,236049.7,234443.7,229837.2,233670.8,233821.3,235305.7,238772.4,240728.1,241411.7,242735.6,240516.6,239938.9,242299.8,243314.6,240087.1,244480.8,248804.4,253015.6,257473.1,260034.0,259889.4,260554.6,262267.0,263122.1,263493.1,265799.0,266213.8,271539.9,273515.9,275061.1,277508.2,278773.9,283567.3,282918.8,285144.6,287949.6,289234.2,290108.0,286287.4,257812.1,278870.0,282722.1,285112.4,293594.7,298612.2,308670.9,312212.0
"""10000""",Delaware,2,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,58721.4,57325.3,57194.8,64098.7,60658.4,61328.7,60745.3,59764.7,60383.9,61806.6,60284.7,59436.3,58734.6,59173.2,58921.9,57793.0,61222.9,62096.9,62197.6,60553.4,61290.1,59817.6,60268.2,60932.9,62150.3,62703.8,63487.8,63335.4,63922.1,62848.8,62056.8,60590.7,59575.1,59423.6,59772.8,62171.7,62662.9,64638.8,65972.4,66486.2,67205.5,68348.4,66082.5,65537.4,63568.9,63407.0,62664.9,62364.6,61968.5,60217.7,60623.7,60395.1,60748.3,61209.5,62396.7,62586.0,63493.3,64175.1,64514.2,64867.1,63227.4,58989.4,62828.2,63180.0,62865.4,63909.2,64704.4,65872.9,65644.9
"""10000""",Delaware,2,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.173,91.934,91.725,102.797,97.280,98.355,97.419,95.846,96.840,99.121,96.680,95.320,94.195,94.898,94.495,92.684,98.185,99.587,99.748,97.111,98.293,95.931,96.654,97.720,99.672,100.560,101.817,101.573,102.514,100.793,99.522,97.171,95.542,95.300,95.859,99.707,100.494,103.663,105.802,106.626,107.780,109.612,105.979,105.104,101.947,101.688,100.498,100.016,99.381,96.573,97.224,96.857,97.424,98.164,100.068,100.371,101.826,102.920,103.463,104.029,101.400,94.603,100.759,101.324,100.819,102.493,103.768,105.642,105.277
"""10000""",Delaware,2,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,51134.7,50162.3,50425.6,56891.4,54409.2,55739.2,55526.0,55023.1,56034.8,57700.2,56609.6,56106.7,55475.9,55732.2,55809.7,54821.4,57564.0,58199.2,58359.1,57276.4,58298.1,57410.5,58009.6,58935.9,60135.2,61038.5,62238.0,62077.2,63329.8,62626.2,62261.2,61201.3,60525.2,60609.2,61348.8,64381.5,65239.4,67846.9,69743.9,70588.6,71813.8,73499.3,71454.0,70888.6,69118.4,69628.6,69281.8,69391.1,69230.2,67758.7,68821.6,69244.6,70437.8,71757.9,73528.1,74228.2,75399.3,76794.5,77620.6,78354.3,77074.2,71818.2,76815.0,77438.6,77392.3,79728.2,81546.4,84206.0,85220.0
"""11000""",District of Columbia,2,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,99279.0,99650.1,99480.5,99513.3,99556.9,99452.7,100836.2,99376.3,100978.7,101307.0,104347.3,104321.6,106420.7,106616.0,107199.9,106838.9,105274.2,106087.9,105820.9,106392.6,108160.9,110049.9,110406.1,111329.3,111235.6,111870.5,112000.0,111479.8,111730.4,112528.2,112416.7,111952.7,112559.6,111913.8,112178.5,112677.9,113984.1,114015.6,114779.9,115434.6,116180.5,117151.9,116762.1,117138.9,119484.1,119775.1,119301.7,120016.2,119584.4,120130.7,122054.8,121825.6,122470.1,123452.6,124831.1,124590.7,123440.2,124462.0,125500.3,126558.7,125651.9,118138.3,121811.5,123766.6,123514.9,125359.9,126603.4,127705.1,127280.3
"""11000""",District of Columbia,2,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,88.518,88.849,88.698,88.727,88.766,88.673,89.906,88.605,90.033,90.326,93.037,93.014,94.885,95.060,95.580,95.258,93.863,94.589,94.351,94.860,96.437,98.121,98.439,99.262,99.179,99.745,99.860,99.396,99.620,100.331,100.232,99.818,100.359,99.783,100.019,100.464,101.629,101.657,102.339,102.922,103.587,104.454,104.106,104.442,106.533,106.792,106.370,107.007,106.622,107.109,108.825,108.621,109.195,110.071,111.300,111.086,110.060,110.971,111.897,112.841,112.032,105.333,108.608,110.351,110.127,111.772,112.880,113.863,113.484
"""11000""",District of Columbia,2,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,83598.2,84739.8,85242.5,85890.0,86978.5,87517.6,89250.7,88753.3,91069.1,92166.8,95765.8,96140.0,98504.6,98937.7,99976.0,100567.7,99442.6,100466.9,100403.6,101471.0,103486.4,106022.3,106793.5,108285.3,108570.7,109659.5,110451.7,110239.6,110966.4,112347.9,112685.0,112628.6,113760.6,113703.8,114435.4,116260.7,117754.7,118418.7,120013.1,121472.0,123047.9,124697.2,124963.5,125710.1,128559.6,129515.1,129557.5,130962.1,131019.0,132200.3,134957.4,135388.0,136956.5,139075.7,141284.5,141822.6,141915.2,143276.4,145209.4,147221.7,147340.0,139170.6,144287.2,147421.3,147829.8,150576.5,153168.3,156456.9,157671.2
"""12000""",Florida,5,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,804997.0,810485.1,824830.4,822710.5,834561.2,837003.8,839043.0,849247.0,844299.4,849761.1,855755.6,850378.4,835076.3,828485.5,814546.1,786172.9,774814.0,766557.9,763621.0,771251.6,766292.5,773469.2,779005.7,781390.4,769089.7,775337.2,768795.4,774862.9,777074.6,775608.8,782108.1,779388.7,789786.3,789901.5,796683.6,802997.2,803195.1,813239.5,822440.7,830058.9,837596.7,849477.1,856691.9,865203.9,866000.7,876557.1,889224.6,894374.5,903385.0,908335.7,914519.1,925624.9,936276.2,939012.9,948431.9,950132.6,963421.6,968393.0,974665.6,979996.4,968139.8,887134.4,958143.2,962585.8,978444.2,1006240.0,1015729.2,1034362.4,1031018.3
"""12000""",Florida,5,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,103.398,104.103,105.945,105.673,107.195,107.509,107.771,109.081,108.446,109.147,109.917,109.227,107.261,106.415,104.624,100.980,99.521,98.460,98.083,99.063,98.426,99.348,100.059,100.365,98.786,99.588,98.748,99.527,99.811,99.623,100.458,100.108,101.444,101.459,102.330,103.141,103.166,104.456,105.638,106.617,107.585,109.111,110.038,111.131,111.233,112.589,114.216,114.878,116.035,116.671,117.465,118.892,120.260,120.611,121.821,122.040,123.746,124.385,125.191,125.875,124.352,113.948,123.068,123.639,125.676,129.246,130.465,132.858,132.429
"""12000""",Florida,5,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,690088.7,698709.0,715915.7,718694.0,736349.4,744377.3,752793.0,768575.7,772022.7,780225.8,790730.1,787871.5,774200.0,769610.2,762423.3,747132.6,740051.6,732371.9,730097.1,739163.3,735061.2,744674.5,751792.2,756187.7,746767.0,756616.3,755561.6,762015.1,770236.6,773982.0,783994.5,785967.1,800612.5,804243.0,815404.2,826747.0,829141.8,844744.3,859527.2,873356.2,887079.8,903590.7,915913.2,927495.9,931019.6,947174.2,962848.4,972368.0,985732.9,994719.8,1006192.9,1023626.7,1039676.9,1051667.0,1065546.8,1074558.7,1096605.1,1110451.4,1123989.9,1134695.4,1127294.8,1034693.9,1126331.5,1135821.9,1163342.0,1213461.0,1242300.4,1286086.4,1303944.6
