                               Labor Force Data by County, 2019 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0401500000000   04     015   Mohave County, AZ                                 2019        84,582       79,636      4,946      5.8
CN0401700000000   04     017   Navajo County, AZ                                 2019        39,489       36,514      2,975      7.5
CN0401900000000   04     019   Pima County, AZ                                   2019       482,457      460,572     21,885      4.5
CN0402100000000   04     021   Pinal County, AZ                                  2019       184,133      174,883      9,250      5.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2019        19,009       17,356      1,653      8.7
CN0402500000000   04     025   Yavapai County, AZ                                2019       103,311       98,601      4,710      4.6
CN0402700000000   04     027   Yuma County, AZ                                   2019        97,138       80,826     16,312     16.8
CN0500100000000   05     001   Arkansas County, AR                               2019         9,481        9,204        277      2.9
CN0500300000000   05     003   Ashley County, AR                                 2019         7,707        7,300        407      5.3
CN0500500000000   05     005   Baxter County, AR                                 2019        16,330       15,690        640      3.9
CN0500700000000   05     007   Benton County, AR                                 2019       139,195      135,616      3,579      2.6
CN0500900000000   05     009   Boone County, AR                                  2019        16,070       15,570        500      3.1
CN0501100000000   05     011   Bradley County, AR                                2019         4,482        4,301        181      4.0
CN0501300000000   05     013   Calhoun County, AR                                2019         2,437        2,332        105      4.3
CN0501500000000   05     015   Carroll County, AR                                2019        12,830       12,439        391      3.0
CN0501700000000   05     017   Chicot County, AR                                 2019         3,254        3,034        220      6.8
CN0501900000000   05     019   Clark County, AR                                  2019         9,703        9,341        362      3.7
CN0502100000000   05     021   Clay County, AR                                   2019         5,674        5,403        271      4.8
CN0502300000000   05     023   Cleburne County, AR                               2019         9,230        8,823        407      4.4
CN0502500000000   05     025   Cleveland County, AR                              2019         3,245        3,121        124      3.8
CN0502700000000   05     027   Columbia County, AR                               2019         9,206        8,806        400      4.3
CN0502900000000   05     029   Conway County, AR                                 2019         8,300        7,950        350      4.2
CN0503100000000   05     031   Craighead County, AR                              2019        56,221       54,685      1,536      2.7
CN0503300000000   05     033   Crawford County, AR                               2019        26,910       26,036        874      3.2
CN0503500000000   05     035   Crittenden County, AR                             2019        21,249       20,362        887      4.2
CN0503700000000   05     037   Cross County, AR                                  2019         7,407        7,102        305      4.1
CN0503900000000   05     039   Dallas County, AR                                 2019         2,827        2,699        128      4.5
CN0504100000000   05     041   Desha County, AR                                  2019         5,410        5,175        235      4.3
CN0504300000000   05     043   Drew County, AR                                   2019         7,834        7,437        397      5.1
CN0504500000000   05     045   Faulkner County, AR                               2019        62,970       61,129      1,841      2.9
CN0504700000000   05     047   Franklin County, AR                               2019         7,528        7,282        246      3.3
CN0504900000000   05     049   Fulton County, AR                                 2019         4,983        4,788        195      3.9
CN0505100000000   05     051   Garland County, AR                                2019        41,490       39,983      1,507      3.6
CN0505300000000   05     053   Grant County, AR                                  2019         8,432        8,170        262      3.1
CN0505500000000   05     055   Greene County, AR                                 2019        20,067       19,385        682      3.4
CN0505700000000   05     057   Hempstead County, AR                              2019         9,925        9,555        370      3.7
CN0505900000000   05     059   Hot Spring County, AR                             2019        14,063       13,565        498      3.5
CN0506100000000   05     061   Howard County, AR                                 2019         5,691        5,511        180      3.2
CN0506300000000   05     063   Independence County, AR                           2019        16,586       15,940        646      3.9
CN0506500000000   05     065   Izard County, AR                                  2019         4,907        4,645        262      5.3
CN0506700000000   05     067   Jackson County, AR                                2019         5,814        5,443        371      6.4
CN0506900000000   05     069   Jefferson County, AR                              2019        27,665       26,188      1,477      5.3
CN0507100000000   05     071   Johnson County, AR                                2019        10,279        9,820        459      4.5
CN0507300000000   05     073   Lafayette County, AR                              2019         2,458        2,347        111      4.5
CN0507500000000   05     075   Lawrence County, AR                               2019         6,842        6,566        276      4.0
CN0507700000000   05     077   Lee County, AR                                    2019         2,824        2,700        124      4.4
CN0507900000000   05     079   Lincoln County, AR                                2019         3,903        3,738        165      4.2
CN0508100000000   05     081   Little River County, AR                           2019         5,529        5,297        232      4.2
CN0508300000000   05     083   Logan County, AR                                  2019         8,530        8,168        362      4.2
CN0508500000000   05     085   Lonoke County, AR                                 2019        34,281       33,199      1,082      3.2
CN0508700000000   05     087   Madison County, AR                                2019         7,411        7,225        186      2.5
CN0508900000000   05     089   Marion County, AR                                 2019         6,668        6,407        261      3.9
CN0509100000000   05     091   Miller County, AR                                 2019        19,751       18,959        792      4.0
CN0509300000000   05     093   Mississippi County, AR                            2019        17,384       16,518        866      5.0
CN0509500000000   05     095   Monroe County, AR                                 2019         2,755        2,640        115      4.2
CN0509700000000   05     097   Montgomery County, AR                             2019         2,980        2,845        135      4.5
CN0509900000000   05     099   Nevada County, AR                                 2019         3,655        3,514        141      3.9
CN0510100000000   05     101   Newton County, AR                                 2019         3,323        3,209        114      3.4
CN0510300000000   05     103   Ouachita County, AR                               2019         9,846        9,351        495      5.0
CN0510500000000   05     105   Perry County, AR                                  2019         4,313        4,141        172      4.0
CN0510700000000   05     107   Phillips County, AR                               2019         6,361        5,992        369      5.8
CN0510900000000   05     109   Pike County, AR                                   2019         4,248        4,089        159      3.7
CN0511100000000   05     111   Poinsett County, AR                               2019        10,037        9,698        339      3.4
CN0511300000000   05     113   Polk County, AR                                   2019         8,079        7,748        331      4.1
CN0511500000000   05     115   Pope County, AR                                   2019        29,068       27,848      1,220      4.2
CN0511700000000   05     117   Prairie County, AR                                2019         3,611        3,459        152      4.2
CN0511900000000   05     119   Pulaski County, AR                                2019       189,699      183,378      6,321      3.3
CN0512100000000   05     121   Randolph County, AR                               2019         7,313        7,036        277      3.8
CN0512300000000   05     123   St. Francis County, AR                            2019         8,193        7,781        412      5.0
CN0512500000000   05     125   Saline County, AR                                 2019        59,554       57,919      1,635      2.7
CN0512700000000   05     127   Scott County, AR                                  2019         4,331        4,188        143      3.3
CN0512900000000   05     129   Searcy County, AR                                 2019         2,908        2,779        129      4.4
CN0513100000000   05     131   Sebastian County, AR                              2019        56,835       55,011      1,824      3.2
CN0513300000000   05     133   Sevier County, AR                                 2019         5,526        5,267        259      4.7
CN0513500000000   05     135   Sharp County, AR                                  2019         5,762        5,483        279      4.8
CN0513700000000   05     137   Stone County, AR                                  2019         4,738        4,519        219      4.6
CN0513900000000   05     139   Union County, AR                                  2019        15,796       14,989        807      5.1
CN0514100000000   05     141   Van Buren County, AR                              2019         5,781        5,500        281      4.9
CN0514300000000   05     143   Washington County, AR                             2019       125,000      121,989      3,011      2.4
CN0514500000000   05     145   White County, AR                                  2019        33,937       32,452      1,485      4.4
CN0514700000000   05     147   Woodruff County, AR                               2019         2,770        2,628        142      5.1
CN0514900000000   05     149   Yell County, AR                                   2019         8,391        8,063        328      3.9
CN0600100000000   06     001   Alameda County, CA                                2019       842,645      817,355     25,290      3.0
CN0600300000000   06     003   Alpine County, CA                                 2019           542          514         28      5.2
CN0600500000000   06     005   Amador County, CA                                 2019        14,828       14,243        585      3.9
CN0600700000000   06     007   Butte County, CA                                  2019        98,096       93,025      5,071      5.2
CN0600900000000   06     009   Calaveras County, CA                              2019        21,349       20,522        827      3.9
CN0601100000000   06     011   Colusa County, CA                                 2019        10,993        9,566      1,427     13.0
CN0601300000000   06     013   Contra Costa County, CA                           2019       560,709      543,096     17,613      3.1
CN0601500000000   06     015   Del Norte County, CA                              2019         9,635        9,070        565      5.9
CN0601700000000   06     017   El Dorado County, CA                              2019        92,296       88,993      3,303      3.6
CN0601900000000   06     019   Fresno County, CA                                 2019       451,289      418,064     33,225      7.4
CN0602100000000   06     021   Glenn County, CA                                  2019        13,006       12,196        810      6.2
CN0602300000000   06     023   Humboldt County, CA                               2019        62,214       59,932      2,282      3.7
CN0602500000000   06     025   Imperial County, CA                               2019        73,755       58,358     15,397     20.9
CN0602700000000   06     027   Inyo County, CA                                   2019         8,767        8,452        315      3.6
CN0602900000000   06     029   Kern County, CA                                   2019       388,816      358,105     30,711      7.9
CN0603100000000   06     031   Kings County, CA                                  2019        57,923       53,281      4,642      8.0
CN0603300000000   06     033   Lake County, CA                                   2019        29,056       27,555      1,501      5.2
CN0603500000000   06     035   Lassen County, CA                                 2019         9,732        9,275        457      4.7
CN0603700000000   06     037   Los Angeles County, CA                            2019     5,153,091    4,926,056    227,035      4.4
CN0603900000000   06     039   Madera County, CA                                 2019        62,204       57,848      4,356      7.0
CN0604100000000   06     041   Marin County, CA                                  2019       138,811      135,543      3,268      2.4
CN0604300000000   06     043   Mariposa County, CA                               2019         7,635        7,281        354      4.6
CN0604500000000   06     045   Mendocino County, CA                              2019        38,725       37,159      1,566      4.0
CN0604700000000   06     047   Merced County, CA                                 2019       115,964      106,423      9,541      8.2
CN0604900000000   06     049   Modoc County, CA                                  2019         3,179        2,950        229      7.2
CN0605100000000   06     051   Mono County, CA                                   2019         8,519        8,198        321      3.8
CN0605300000000   06     053   Monterey County, CA                               2019       221,536      207,458     14,078      6.4
CN0605500000000   06     055   Napa County, CA                                   2019        73,342       71,210      2,132      2.9
CN0605700000000   06     057   Nevada County, CA                                 2019        48,477       46,830      1,647      3.4
CN0605900000000   06     059   Orange County, CA                                 2019     1,615,978    1,570,049     45,929      2.8
CN0606100000000   06     061   Placer County, CA                                 2019       188,900      182,933      5,967      3.2
CN0606300000000   06     063   Plumas County, CA                                 2019         7,891        7,275        616      7.8
CN0606500000000   06     065   Riverside County, CA                              2019     1,107,716    1,060,633     47,083      4.3
CN0606700000000   06     067   Sacramento County, CA                             2019       711,464      684,781     26,683      3.8
CN0606900000000   06     069   San Benito County, CA                             2019        32,316       30,688      1,628      5.0
CN0607100000000   06     071   San Bernardino County, CA                         2019       966,763      929,049     37,714      3.9
CN0607300000000   06     073   San Diego County, CA                              2019     1,582,874    1,531,029     51,845      3.3
CN0607500000000   06     075   San Francisco County/city, CA                     2019       580,597      567,612     12,985      2.2
CN0607700000000   06     077   San Joaquin County, CA                            2019       327,089      307,458     19,631      6.0
CN0607900000000   06     079   San Luis Obispo County, CA                        2019       139,838      135,750      4,088      2.9
CN0608100000000   06     081   San Mateo County, CA                              2019       457,133      447,577      9,556      2.1
CN0608300000000   06     083   Santa Barbara County, CA                          2019       222,675      214,501      8,174      3.7
CN0608500000000   06     085   Santa Clara County, CA                            2019     1,050,090    1,023,426     26,664      2.5
CN0608700000000   06     087   Santa Cruz County, CA                             2019       141,352      134,342      7,010      5.0
CN0608900000000   06     089   Shasta County, CA                                 2019        72,954       69,421      3,533      4.8
CN0609100000000   06     091   Sierra County, CA                                 2019         1,330        1,258         72      5.4
CN0609300000000   06     093   Siskiyou County, CA                               2019        17,188       16,056      1,132      6.6
CN0609500000000   06     095   Solano County, CA                                 2019       208,423      200,424      7,999      3.8
CN0609700000000   06     097   Sonoma County, CA                                 2019       257,549      250,486      7,063      2.7
CN0609900000000   06     099   Stanislaus County, CA                             2019       242,886      227,939     14,947      6.2
CN0610100000000   06     101   Sutter County, CA                                 2019        45,544       42,143      3,401      7.5
CN0610300000000   06     103   Tehama County, CA                                 2019        25,596       24,137      1,459      5.7
CN0610500000000   06     105   Trinity County, CA                                2019         4,652        4,393        259      5.6
CN0610700000000   06     107   Tulare County, CA                                 2019       202,496      182,554     19,942      9.8
CN0610900000000   06     109   Tuolumne County, CA                               2019        20,968       20,003        965      4.6
CN0611100000000   06     111   Ventura County, CA                                2019       422,110      406,610     15,500      3.7
CN0611300000000   06     113   Yolo County, CA                                   2019       108,121      103,583      4,538      4.2
CN0611500000000   06     115   Yuba County, CA                                   2019        29,793       27,944      1,849      6.2
CN0800100000000   08     001   Adams County, CO                                  2019       271,103      263,585      7,518      2.8
CN0800300000000   08     003   Alamosa County, CO                                2019         8,418        8,138        280      3.3
CN0800500000000   08     005   Arapahoe County, CO                               2019       361,796      352,585      9,211      2.5
CN0800700000000   08     007   Archuleta County, CO                              2019         6,845        6,641        204      3.0
CN0800900000000   08     009   Baca County, CO                                   2019         2,139        2,105         34      1.6
CN0801100000000   08     011   Bent County, CO                                   2019         1,851        1,802         49      2.6
CN0801300000000   08     013   Boulder County, CO                                2019       193,894      189,610      4,284      2.2
CN0801400000000   08     014   Broomfield County/city, CO                        2019        40,147       39,216        931      2.3
CN0801500000000   08     015   Chaffee County, CO                                2019         9,696        9,477        219      2.3
CN0801700000000   08     017   Cheyenne County, CO                               2019         1,129        1,112         17      1.5
CN0801900000000   08     019   Clear Creek County, CO                            2019         6,009        5,870        139      2.3
CN0802100000000   08     021   Conejos County, CO                                2019         4,126        3,985        141      3.4
CN0802300000000   08     023   Costilla County, CO                               2019         1,852        1,783         69      3.7
CN0802500000000   08     025   Crowley County, CO                                2019         1,541        1,479         62      4.0
CN0802700000000   08     027   Custer County, CO                                 2019         2,045        1,987         58      2.8
CN0802900000000   08     029   Delta County, CO                                  2019        14,213       13,765        448      3.2
CN0803100000000   08     031   Denver County/city, CO                            2019       416,384      405,807     10,577      2.5
CN0803300000000   08     033   Dolores County, CO                                2019         1,136        1,104         32      2.8
CN0803500000000   08     035   Douglas County, CO                                2019       195,801      191,411      4,390      2.2
CN0803700000000   08     037   Eagle County, CO                                  2019        36,327       35,553        774      2.1
CN0803900000000   08     039   Elbert County, CO                                 2019        15,201       14,888        313      2.1
CN0804100000000   08     041   El Paso County, CO                                2019       338,068      327,573     10,495      3.1
CN0804300000000   08     043   Fremont County, CO                                2019        14,922       14,276        646      4.3
CN0804500000000   08     045   Garfield County, CO                               2019        32,347       31,520        827      2.6
CN0804700000000   08     047   Gilpin County, CO                                 2019         3,794        3,712         82      2.2
CN0804900000000   08     049   Grand County, CO                                  2019         9,777        9,579        198      2.0
CN0805100000000   08     051   Gunnison County, CO                               2019        11,357       11,126        231      2.0
CN0805300000000   08     053   Hinsdale County, CO                               2019           435          421         14      3.2
CN0805500000000   08     055   Huerfano County, CO                               2019         2,506        2,370        136      5.4
CN0805700000000   08     057   Jackson County, CO                                2019           972          951         21      2.2
CN0805900000000   08     059   Jefferson County, CO                              2019       331,396      323,425      7,971      2.4
CN0806100000000   08     061   Kiowa County, CO                                  2019           948          934         14      1.5
CN0806300000000   08     063   Kit Carson County, CO                             2019         4,283        4,216         67      1.6
CN0806500000000   08     065   Lake County, CO                                   2019         4,916        4,807        109      2.2
CN0806700000000   08     067   La Plata County, CO                               2019        31,627       30,878        749      2.4
CN0806900000000   08     069   Larimer County, CO                                2019       203,074      198,526      4,548      2.2
CN0807100000000   08     071   Las Animas County, CO                             2019         6,480        6,240        240      3.7
CN0807300000000   08     073   Lincoln County, CO                                2019         2,398        2,346         52      2.2
CN0807500000000   08     075   Logan County, CO                                  2019        11,045       10,793        252      2.3
CN0807700000000   08     077   Mesa County, CO                                   2019        75,371       72,931      2,440      3.2
CN0807900000000   08     079   Mineral County, CO                                2019           516          504         12      2.3
CN0808100000000   08     081   Moffat County, CO                                 2019         7,336        7,100        236      3.2
CN0808300000000   08     083   Montezuma County, CO                              2019        12,749       12,239        510      4.0
CN0808500000000   08     085   Montrose County, CO                               2019        21,589       20,955        634      2.9
CN0808700000000   08     087   Morgan County, CO                                 2019        16,318       15,913        405      2.5
CN0808900000000   08     089   Otero County, CO                                  2019         8,235        7,917        318      3.9
CN0809100000000   08     091   Ouray County, CO                                  2019         2,417        2,350         67      2.8
CN0809300000000   08     093   Park County, CO                                   2019        11,167       10,905        262      2.3
CN0809500000000   08     095   Phillips County, CO                               2019         2,578        2,539         39      1.5
CN0809700000000   08     097   Pitkin County, CO                                 2019        11,032       10,704        328      3.0
CN0809900000000   08     099   Prowers County, CO                                2019         6,282        6,128        154      2.5
CN0810100000000   08     101   Pueblo County, CO                                 2019        75,161       72,263      2,898      3.9
CN0810300000000   08     103   Rio Blanco County, CO                             2019         2,964        2,861        103      3.5
CN0810500000000   08     105   Rio Grande County, CO                             2019         5,400        5,190        210      3.9
CN0810700000000   08     107   Routt County, CO                                  2019        16,175       15,843        332      2.1
CN0810900000000   08     109   Saguache County, CO                               2019         3,513        3,379        134      3.8
CN0811100000000   08     111   San Juan County, CO                               2019           551          536         15      2.7
CN0811300000000   08     113   San Miguel County, CO                             2019         5,711        5,559        152      2.7
CN0811500000000   08     115   Sedgwick County, CO                               2019         1,186        1,164         22      1.9
CN0811700000000   08     117   Summit County, CO                                 2019        22,770       22,383        387      1.7
CN0811900000000   08     119   Teller County, CO                                 2019        12,684       12,315        369      2.9
CN0812100000000   08     121   Washington County, CO                             2019         2,953        2,898         55      1.9
CN0812300000000   08     123   Weld County, CO                                   2019       167,882      163,792      4,090      2.4
CN0812500000000   08     125   Yuma County, CO                                   2019         6,065        5,974         91      1.5
CN0900100000000   09     001   Fairfield County, CT                              2019       489,083      472,261     16,822      3.4
CN0900300000000   09     003   Hartford County, CT                               2019       493,135      475,091     18,044      3.7
CN0900500000000   09     005   Litchfield County, CT                             2019       106,930      103,418      3,512      3.3
CN0900700000000   09     007   Middlesex County, CT                              2019        95,740       92,857      2,883      3.0
CN0900900000000   09     009   New Haven County, CT                              2019       471,549      454,140     17,409      3.7
CN0901100000000   09     011   New London County, CT                             2019       139,818      135,051      4,767      3.4
CN0901300000000   09     013   Tolland County, CT                                2019        88,848       86,113      2,735      3.1
CN0901500000000   09     015   Windham County, CT                                2019        65,247       62,758      2,489      3.8
CN1000100000000   10     001   Kent County, DE                                   2019        78,609       75,360      3,249      4.1
CN1000300000000   10     003   New Castle County, DE                             2019       298,726      287,970     10,756      3.6
CN1000500000000   10     005   Sussex County, DE                                 2019       107,511      103,526      3,985      3.7
CN1100100000000   11     001   District of Columbia                              2019       400,577      379,016     21,561      5.4
CN1200100000000   12     001   Alachua County, FL                                2019       137,788      133,643      4,145      3.0
CN1200300000000   12     003   Baker County, FL                                  2019        11,913       11,533        380      3.2
CN1200500000000   12     005   Bay County, FL                                    2019        83,772       80,572      3,200      3.8
CN1200700000000   12     007   Bradford County, FL                               2019        10,853       10,494        359      3.3
CN1200900000000   12     009   Brevard County, FL                                2019       281,422      272,198      9,224      3.3
CN1201100000000   12     011   Broward County, FL                                2019     1,032,434    1,000,261     32,173      3.1
CN1201300000000   12     013   Calhoun County, FL                                2019         4,762        4,569        193      4.1
CN1201500000000   12     015   Charlotte County, FL                              2019        71,321       68,620      2,701      3.8
CN1201700000000   12     017   Citrus County, FL                                 2019        46,955       44,621      2,334      5.0
CN1201900000000   12     019   Clay County, FL                                   2019       106,583      103,260      3,323      3.1
CN1202100000000   12     021   Collier County, FL                                2019       179,009      173,276      5,733      3.2
CN1202300000000   12     023   Columbia County, FL                               2019        29,568       28,578        990      3.3
CN1202700000000   12     027   DeSoto County, FL                                 2019        14,099       13,588        511      3.6
CN1202900000000   12     029   Dixie County, FL                                  2019         5,803        5,579        224      3.9
CN1203100000000   12     031   Duval County, FL                                  2019       483,355      466,986     16,369      3.4
