                               Labor Force Data by County, 2018 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0105900000000   01     059   Franklin County, AL                               2018        14,445       13,911        534      3.7
CN0106100000000   01     061   Geneva County, AL                                 2018        10,991       10,559        432      3.9
CN0106300000000   01     063   Greene County, AL                                 2018         2,891        2,700        191      6.6
CN0106500000000   01     065   Hale County, AL                                   2018         6,043        5,739        304      5.0
CN0106700000000   01     067   Henry County, AL                                  2018         6,904        6,600        304      4.4
CN0106900000000   01     069   Houston County, AL                                2018        46,072       44,221      1,851      4.0
CN0107100000000   01     071   Jackson County, AL                                2018        23,665       22,702        963      4.1
CN0107300000000   01     073   Jefferson County, AL                              2018       319,219      307,423     11,796      3.7
CN0107500000000   01     075   Lamar County, AL                                  2018         5,805        5,586        219      3.8
CN0107700000000   01     077   Lauderdale County, AL                             2018        42,848       41,068      1,780      4.2
CN0107900000000   01     079   Lawrence County, AL                               2018        14,196       13,610        586      4.1
CN0108100000000   01     081   Lee County, AL                                    2018        76,047       73,298      2,749      3.6
CN0108300000000   01     083   Limestone County, AL                              2018        43,437       41,904      1,533      3.5
CN0108500000000   01     085   Lowndes County, AL                                2018         3,654        3,389        265      7.3
CN0108700000000   01     087   Macon County, AL                                  2018         7,947        7,520        427      5.4
CN0108900000000   01     089   Madison County, AL                                2018       183,502      177,181      6,321      3.4
CN0109100000000   01     091   Marengo County, AL                                2018         7,691        7,313        378      4.9
CN0109300000000   01     093   Marion County, AL                                 2018        12,757       12,241        516      4.0
CN0109500000000   01     095   Marshall County, AL                               2018        43,385       41,930      1,455      3.4
CN0109700000000   01     097   Mobile County, AL                                 2018       191,050      182,174      8,876      4.6
CN0109900000000   01     099   Monroe County, AL                                 2018         7,265        6,823        442      6.1
CN0110100000000   01     101   Montgomery County, AL                             2018       107,096      102,844      4,252      4.0
CN0110300000000   01     103   Morgan County, AL                                 2018        57,773       55,769      2,004      3.5
CN0110500000000   01     105   Perry County, AL                                  2018         3,448        3,225        223      6.5
CN0110700000000   01     107   Pickens County, AL                                2018         7,829        7,472        357      4.6
CN0110900000000   01     109   Pike County, AL                                   2018        15,424       14,731        693      4.5
CN0111100000000   01     111   Randolph County, AL                               2018         9,685        9,299        386      4.0
CN0111300000000   01     113   Russell County, AL                                2018        24,279       23,308        971      4.0
CN0111500000000   01     115   St. Clair County, AL                              2018        40,548       39,146      1,402      3.5
CN0111700000000   01     117   Shelby County, AL                                 2018       115,854      112,588      3,266      2.8
CN0111900000000   01     119   Sumter County, AL                                 2018         4,873        4,591        282      5.8
CN0112100000000   01     121   Talladega County, AL                              2018        35,714       34,201      1,513      4.2
CN0112300000000   01     123   Tallapoosa County, AL                             2018        18,153       17,406        747      4.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2018       103,605       99,857      3,748      3.6
CN0112700000000   01     127   Walker County, AL                                 2018        25,401       24,330      1,071      4.2
CN0112900000000   01     129   Washington County, AL                             2018         6,783        6,392        391      5.8
CN0113100000000   01     131   Wilcox County, AL                                 2018         2,787        2,524        263      9.4
CN0113300000000   01     133   Winston County, AL                                2018         9,916        9,503        413      4.2
CN0201300000000   02     013   Aleutians East Borough, AK                        2018         2,316        2,251         65      2.8
CN0201600000000   02     016   Aleutians West Census Area, AK                    2018         3,639        3,523        116      3.2
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2018       150,745      143,226      7,519      5.0
CN0205000000000   02     050   Bethel Census Area, AK                            2018         7,131        6,290        841     11.8
CN0206000000000   02     060   Bristol Bay Borough, AK                           2018           448          423         25      5.6
CN0206800000000   02     068   Denali Borough, AK                                2018         1,064          987         77      7.2
CN0207000000000   02     070   Dillingham Census Area, AK                        2018         2,017        1,868        149      7.4
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2018        45,865       43,466      2,399      5.2
CN0210000000000   02     100   Haines Borough, AK                                2018         1,102        1,005         97      8.8
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2018         1,149        1,017        132     11.5
CN0211000000000   02     110   Juneau Borough/city, AK                           2018        17,208       16,520        688      4.0
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2018        26,557       24,703      1,854      7.0
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2018         7,027        6,641        386      5.5
CN0215000000000   02     150   Kodiak Island Borough, AK                         2018         6,150        5,820        330      5.4
CN0215800000000   02     158   Kusilvak Census Area, AK                          2018         2,678        2,188        490     18.3
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2018           744          668         76     10.2
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2018        48,071       44,766      3,305      6.9
CN0218000000000   02     180   Nome Census Area, AK                              2018         4,099        3,670        429     10.5
CN0218500000000   02     185   North Slope Borough, AK                           2018         3,413        3,198        215      6.3
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2018         2,923        2,552        371     12.7
CN0219500000000   02     195   Petersburg Borough, AK                            2018         1,387        1,277        110      7.9
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2018         2,885        2,601        284      9.8
CN0222000000000   02     220   Sitka Borough/city, AK                            2018         4,370        4,206        164      3.8
CN0223000000000   02     230   Skagway Municipality, AK                          2018           834          761         73      8.8
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2018         2,942        2,682        260      8.8
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2018         4,862        4,536        326      6.7
CN0227500000000   02     275   Wrangell Borough/city, AK                         2018         1,041          975         66      6.3
CN0228200000000   02     282   Yakutat Borough/city, AK                          2018           247          229         18      7.3
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2018         2,539        2,194        345     13.6
CN0400100000000   04     001   Apache County, AZ                                 2018        19,935       17,963      1,972      9.9
CN0400300000000   04     003   Cochise County, AZ                                2018        48,115       45,431      2,684      5.6
CN0400500000000   04     005   Coconino County, AZ                               2018        74,030       69,968      4,062      5.5
CN0400700000000   04     007   Gila County, AZ                                   2018        20,768       19,565      1,203      5.8
CN0400900000000   04     009   Graham County, AZ                                 2018        14,404       13,674        730      5.1
CN0401100000000   04     011   Greenlee County, AZ                               2018         4,144        3,973        171      4.1
CN0401200000000   04     012   La Paz County, AZ                                 2018         8,651        8,114        537      6.2
CN0401300000000   04     013   Maricopa County, AZ                               2018     2,155,981    2,066,973     89,008      4.1
CN0401500000000   04     015   Mohave County, AZ                                 2018        82,593       77,910      4,683      5.7
CN0401700000000   04     017   Navajo County, AZ                                 2018        39,123       36,124      2,999      7.7
CN0401900000000   04     019   Pima County, AZ                                   2018       470,786      449,984     20,802      4.4
CN0402100000000   04     021   Pinal County, AZ                                  2018       174,833      166,124      8,709      5.0
CN0402300000000   04     023   Santa Cruz County, AZ                             2018        18,728       17,011      1,717      9.2
CN0402500000000   04     025   Yavapai County, AZ                                2018       101,700       97,201      4,499      4.4
CN0402700000000   04     027   Yuma County, AZ                                   2018        94,398       78,454     15,944     16.9
CN0500100000000   05     001   Arkansas County, AR                               2018         9,069        8,770        299      3.3
CN0500300000000   05     003   Ashley County, AR                                 2018         7,826        7,417        409      5.2
CN0500500000000   05     005   Baxter County, AR                                 2018        16,378       15,712        666      4.1
CN0500700000000   05     007   Benton County, AR                                 2018       134,603      130,752      3,851      2.9
CN0500900000000   05     009   Boone County, AR                                  2018        15,893       15,345        548      3.4
CN0501100000000   05     011   Bradley County, AR                                2018         4,481        4,289        192      4.3
CN0501300000000   05     013   Calhoun County, AR                                2018         2,441        2,349         92      3.8
CN0501500000000   05     015   Carroll County, AR                                2018        12,604       12,204        400      3.2
CN0501700000000   05     017   Chicot County, AR                                 2018         3,355        3,130        225      6.7
CN0501900000000   05     019   Clark County, AR                                  2018         9,689        9,337        352      3.6
CN0502100000000   05     021   Clay County, AR                                   2018         5,801        5,551        250      4.3
CN0502300000000   05     023   Cleburne County, AR                               2018         9,118        8,712        406      4.5
CN0502500000000   05     025   Cleveland County, AR                              2018         3,264        3,141        123      3.8
CN0502700000000   05     027   Columbia County, AR                               2018         9,014        8,594        420      4.7
CN0502900000000   05     029   Conway County, AR                                 2018         8,163        7,812        351      4.3
CN0503100000000   05     031   Craighead County, AR                              2018        54,497       52,863      1,634      3.0
CN0503300000000   05     033   Crawford County, AR                               2018        26,972       26,027        945      3.5
CN0503500000000   05     035   Crittenden County, AR                             2018        21,178       20,272        906      4.3
CN0503700000000   05     037   Cross County, AR                                  2018         7,445        7,143        302      4.1
CN0503900000000   05     039   Dallas County, AR                                 2018         2,845        2,727        118      4.1
CN0504100000000   05     041   Desha County, AR                                  2018         5,420        5,180        240      4.4
CN0504300000000   05     043   Drew County, AR                                   2018         7,838        7,460        378      4.8
CN0504500000000   05     045   Faulkner County, AR                               2018        61,975       59,995      1,980      3.2
CN0504700000000   05     047   Franklin County, AR                               2018         7,377        7,118        259      3.5
CN0504900000000   05     049   Fulton County, AR                                 2018         4,817        4,627        190      3.9
CN0505100000000   05     051   Garland County, AR                                2018        40,777       39,159      1,618      4.0
CN0505300000000   05     053   Grant County, AR                                  2018         8,324        8,070        254      3.1
CN0505500000000   05     055   Greene County, AR                                 2018        19,824       19,145        679      3.4
CN0505700000000   05     057   Hempstead County, AR                              2018         9,939        9,597        342      3.4
CN0505900000000   05     059   Hot Spring County, AR                             2018        13,950       13,433        517      3.7
CN0506100000000   05     061   Howard County, AR                                 2018         5,901        5,701        200      3.4
CN0506300000000   05     063   Independence County, AR                           2018        16,282       15,632        650      4.0
CN0506500000000   05     065   Izard County, AR                                  2018         4,868        4,605        263      5.4
CN0506700000000   05     067   Jackson County, AR                                2018         5,776        5,431        345      6.0
CN0506900000000   05     069   Jefferson County, AR                              2018        28,011       26,567      1,444      5.2
CN0507100000000   05     071   Johnson County, AR                                2018        10,389        9,922        467      4.5
CN0507300000000   05     073   Lafayette County, AR                              2018         2,489        2,362        127      5.1
CN0507500000000   05     075   Lawrence County, AR                               2018         6,820        6,556        264      3.9
CN0507700000000   05     077   Lee County, AR                                    2018         2,899        2,762        137      4.7
CN0507900000000   05     079   Lincoln County, AR                                2018         4,008        3,839        169      4.2
CN0508100000000   05     081   Little River County, AR                           2018         5,460        5,177        283      5.2
CN0508300000000   05     083   Logan County, AR                                  2018         8,734        8,389        345      4.0
CN0508500000000   05     085   Lonoke County, AR                                 2018        34,165       33,096      1,069      3.1
CN0508700000000   05     087   Madison County, AR                                2018         7,343        7,133        210      2.9
CN0508900000000   05     089   Marion County, AR                                 2018         6,489        6,225        264      4.1
CN0509100000000   05     091   Miller County, AR                                 2018        19,511       18,583        928      4.8
CN0509300000000   05     093   Mississippi County, AR                            2018        17,336       16,369        967      5.6
CN0509500000000   05     095   Monroe County, AR                                 2018         2,741        2,626        115      4.2
CN0509700000000   05     097   Montgomery County, AR                             2018         3,051        2,908        143      4.7
CN0509900000000   05     099   Nevada County, AR                                 2018         3,646        3,521        125      3.4
CN0510100000000   05     101   Newton County, AR                                 2018         3,301        3,191        110      3.3
CN0510300000000   05     103   Ouachita County, AR                               2018         9,756        9,313        443      4.5
CN0510500000000   05     105   Perry County, AR                                  2018         4,245        4,071        174      4.1
CN0510700000000   05     107   Phillips County, AR                               2018         6,572        6,178        394      6.0
CN0510900000000   05     109   Pike County, AR                                   2018         4,297        4,124        173      4.0
CN0511100000000   05     111   Poinsett County, AR                               2018        10,130        9,746        384      3.8
CN0511300000000   05     113   Polk County, AR                                   2018         8,064        7,737        327      4.1
CN0511500000000   05     115   Pope County, AR                                   2018        28,978       27,710      1,268      4.4
CN0511700000000   05     117   Prairie County, AR                                2018         3,555        3,420        135      3.8
CN0511900000000   05     119   Pulaski County, AR                                2018       188,411      181,973      6,438      3.4
CN0512100000000   05     121   Randolph County, AR                               2018         7,161        6,879        282      3.9
CN0512300000000   05     123   St. Francis County, AR                            2018         8,284        7,868        416      5.0
CN0512500000000   05     125   Saline County, AR                                 2018        58,664       56,890      1,774      3.0
CN0512700000000   05     127   Scott County, AR                                  2018         4,388        4,231        157      3.6
CN0512900000000   05     129   Searcy County, AR                                 2018         2,924        2,799        125      4.3
CN0513100000000   05     131   Sebastian County, AR                              2018        56,790       54,795      1,995      3.5
CN0513300000000   05     133   Sevier County, AR                                 2018         5,594        5,341        253      4.5
CN0513500000000   05     135   Sharp County, AR                                  2018         5,781        5,508        273      4.7
CN0513700000000   05     137   Stone County, AR                                  2018         4,787        4,574        213      4.4
CN0513900000000   05     139   Union County, AR                                  2018        15,963       15,097        866      5.4
CN0514100000000   05     141   Van Buren County, AR                              2018         5,883        5,577        306      5.2
CN0514300000000   05     143   Washington County, AR                             2018       122,484      119,317      3,167      2.6
CN0514500000000   05     145   White County, AR                                  2018        33,604       32,156      1,448      4.3
CN0514700000000   05     147   Woodruff County, AR                               2018         2,800        2,670        130      4.6
CN0514900000000   05     149   Yell County, AR                                   2018         8,484        8,134        350      4.1
CN0600100000000   06     001   Alameda County, CA                                2018       841,435      815,554     25,881      3.1
CN0600300000000   06     003   Alpine County, CA                                 2018           547          522         25      4.6
CN0600500000000   06     005   Amador County, CA                                 2018        14,672       14,066        606      4.1
CN0600700000000   06     007   Butte County, CA                                  2018       101,810       96,624      5,186      5.1
CN0600900000000   06     009   Calaveras County, CA                              2018        21,163       20,303        860      4.1
CN0601100000000   06     011   Colusa County, CA                                 2018        10,851        9,409      1,442     13.3
CN0601300000000   06     013   Contra Costa County, CA                           2018       560,233      542,110     18,123      3.2
CN0601500000000   06     015   Del Norte County, CA                              2018         9,712        9,152        560      5.8
CN0601700000000   06     017   El Dorado County, CA                              2018        91,021       87,691      3,330      3.7
CN0601900000000   06     019   Fresno County, CA                                 2018       446,228      412,260     33,968      7.6
CN0602100000000   06     021   Glenn County, CA                                  2018        12,768       11,923        845      6.6
CN0602300000000   06     023   Humboldt County, CA                               2018        62,530       60,251      2,279      3.6
CN0602500000000   06     025   Imperial County, CA                               2018        71,163       57,736     13,427     18.9
CN0602700000000   06     027   Inyo County, CA                                   2018         8,704        8,361        343      3.9
CN0602900000000   06     029   Kern County, CA                                   2018       385,789      354,428     31,361      8.1
CN0603100000000   06     031   Kings County, CA                                  2018        57,502       52,949      4,553      7.9
CN0603300000000   06     033   Lake County, CA                                   2018        29,070       27,523      1,547      5.3
CN0603500000000   06     035   Lassen County, CA                                 2018         9,854        9,376        478      4.9
CN0603700000000   06     037   Los Angeles County, CA                            2018     5,121,279    4,885,329    235,950      4.6
CN0603900000000   06     039   Madera County, CA                                 2018        61,261       56,882      4,379      7.1
CN0604100000000   06     041   Marin County, CA                                  2018       139,681      136,256      3,425      2.5
CN0604300000000   06     043   Mariposa County, CA                               2018         7,651        7,239        412      5.4
CN0604500000000   06     045   Mendocino County, CA                              2018        39,453       37,864      1,589      4.0
CN0604700000000   06     047   Merced County, CA                                 2018       115,251      105,501      9,750      8.5
CN0604900000000   06     049   Modoc County, CA                                  2018         3,156        2,915        241      7.6
CN0605100000000   06     051   Mono County, CA                                   2018         8,424        8,081        343      4.1
CN0605300000000   06     053   Monterey County, CA                               2018       221,914      207,648     14,266      6.4
CN0605500000000   06     055   Napa County, CA                                   2018        73,770       71,572      2,198      3.0
CN0605700000000   06     057   Nevada County, CA                                 2018        48,561       46,844      1,717      3.5
CN0605900000000   06     059   Orange County, CA                                 2018     1,615,863    1,567,723     48,140      3.0
CN0606100000000   06     061   Placer County, CA                                 2018       185,605      179,626      5,979      3.2
CN0606300000000   06     063   Plumas County, CA                                 2018         7,815        7,219        596      7.6
CN0606500000000   06     065   Riverside County, CA                              2018     1,090,038    1,041,323     48,715      4.5
CN0606700000000   06     067   Sacramento County, CA                             2018       704,161      676,667     27,494      3.9
CN0606900000000   06     069   San Benito County, CA                             2018        31,199       29,606      1,593      5.1
CN0607100000000   06     071   San Bernardino County, CA                         2018       954,989      915,519     39,470      4.1
CN0607300000000   06     073   San Diego County, CA                              2018     1,579,550    1,526,087     53,463      3.4
CN0607500000000   06     075   San Francisco County/city, CA                     2018       568,605      554,889     13,716      2.4
CN0607700000000   06     077   San Joaquin County, CA                            2018       324,146      304,226     19,920      6.1
CN0607900000000   06     079   San Luis Obispo County, CA                        2018       140,085      135,845      4,240      3.0
CN0608100000000   06     081   San Mateo County, CA                              2018       448,911      438,753     10,158      2.3
CN0608300000000   06     083   Santa Barbara County, CA                          2018       215,220      206,642      8,578      4.0
CN0608500000000   06     085   Santa Clara County, CA                            2018     1,042,337    1,014,614     27,723      2.7
CN0608700000000   06     087   Santa Cruz County, CA                             2018       141,270      134,175      7,095      5.0
CN0608900000000   06     089   Shasta County, CA                                 2018        73,888       70,163      3,725      5.0
CN0609100000000   06     091   Sierra County, CA                                 2018         1,277        1,199         78      6.1
CN0609300000000   06     093   Siskiyou County, CA                               2018        17,364       16,184      1,180      6.8
CN0609500000000   06     095   Solano County, CA                                 2018       209,037      200,737      8,300      4.0
CN0609700000000   06     097   Sonoma County, CA                                 2018       260,587      253,298      7,289      2.8
CN0609900000000   06     099   Stanislaus County, CA                             2018       243,068      227,230     15,838      6.5
CN0610100000000   06     101   Sutter County, CA                                 2018        44,840       41,395      3,445      7.7
CN0610300000000   06     103   Tehama County, CA                                 2018        25,485       24,014      1,471      5.8
CN0610500000000   06     105   Trinity County, CA                                2018         4,675        4,405        270      5.8
CN0610700000000   06     107   Tulare County, CA                                 2018       203,039      183,065     19,974      9.8
CN0610900000000   06     109   Tuolumne County, CA                               2018        21,187       20,191        996      4.7
CN0611100000000   06     111   Ventura County, CA                                2018       423,044      406,752     16,292      3.9
CN0611300000000   06     113   Yolo County, CA                                   2018       107,537      102,886      4,651      4.3
CN0611500000000   06     115   Yuba County, CA                                   2018        29,241       27,346      1,895      6.5
CN0800100000000   08     001   Adams County, CO                                  2018       266,494      257,987      8,507      3.2
CN0800300000000   08     003   Alamosa County, CO                                2018         8,477        8,161        316      3.7
CN0800500000000   08     005   Arapahoe County, CO                               2018       356,525      345,984     10,541      3.0
CN0800700000000   08     007   Archuleta County, CO                              2018         6,798        6,582        216      3.2
CN0800900000000   08     009   Baca County, CO                                   2018         2,150        2,114         36      1.7
CN0801100000000   08     011   Bent County, CO                                   2018         1,888        1,831         57      3.0
CN0801300000000   08     013   Boulder County, CO                                2018       190,906      185,906      5,000      2.6
CN0801400000000   08     014   Broomfield County/city, CO                        2018        39,188       38,132      1,056      2.7
CN0801500000000   08     015   Chaffee County, CO                                2018         9,525        9,288        237      2.5
CN0801700000000   08     017   Cheyenne County, CO                               2018         1,129        1,110         19      1.7
CN0801900000000   08     019   Clear Creek County, CO                            2018         5,918        5,752        166      2.8
CN0802100000000   08     021   Conejos County, CO                                2018         4,055        3,896        159      3.9
CN0802300000000   08     023   Costilla County, CO                               2018         1,821        1,747         74      4.1
CN0802500000000   08     025   Crowley County, CO                                2018         1,477        1,417         60      4.1
CN0802700000000   08     027   Custer County, CO                                 2018         2,062        1,992         70      3.4
CN0802900000000   08     029   Delta County, CO                                  2018        14,262       13,732        530      3.7
CN0803100000000   08     031   Denver County/city, CO                            2018       407,482      395,573     11,909      2.9
CN0803300000000   08     033   Dolores County, CO                                2018         1,136        1,106         30      2.6
CN0803500000000   08     035   Douglas County, CO                                2018       189,833      184,850      4,983      2.6
CN0803700000000   08     037   Eagle County, CO                                  2018        35,782       34,891        891      2.5
CN0803900000000   08     039   Elbert County, CO                                 2018        14,885       14,501        384      2.6
CN0804100000000   08     041   El Paso County, CO                                2018       331,759      319,727     12,032      3.6
CN0804300000000   08     043   Fremont County, CO                                2018        14,886       14,170        716      4.8
CN0804500000000   08     045   Garfield County, CO                               2018        32,051       31,108        943      2.9
CN0804700000000   08     047   Gilpin County, CO                                 2018         3,687        3,601         86      2.3
CN0804900000000   08     049   Grand County, CO                                  2018         9,815        9,573        242      2.5
CN0805100000000   08     051   Gunnison County, CO                               2018        11,239       10,981        258      2.3
CN0805300000000   08     053   Hinsdale County, CO                               2018           439          428         11      2.5
CN0805500000000   08     055   Huerfano County, CO                               2018         2,554        2,398        156      6.1
CN0805700000000   08     057   Jackson County, CO                                2018           979          955         24      2.5
CN0805900000000   08     059   Jefferson County, CO                              2018       327,698      318,566      9,132      2.8
CN0806100000000   08     061   Kiowa County, CO                                  2018           935          919         16      1.7
CN0806300000000   08     063   Kit Carson County, CO                             2018         4,252        4,171         81      1.9
CN0806500000000   08     065   Lake County, CO                                   2018         4,754        4,638        116      2.4
CN0806700000000   08     067   La Plata County, CO                               2018        31,958       31,083        875      2.7
CN0806900000000   08     069   Larimer County, CO                                2018       199,314      194,154      5,160      2.6
CN0807100000000   08     071   Las Animas County, CO                             2018         6,483        6,202        281      4.3
CN0807300000000   08     073   Lincoln County, CO                                2018         2,436        2,382         54      2.2
CN0807500000000   08     075   Logan County, CO                                  2018        11,106       10,819        287      2.6
CN0807700000000   08     077   Mesa County, CO                                   2018        74,823       72,024      2,799      3.7
CN0807900000000   08     079   Mineral County, CO                                2018           507          494         13      2.6
CN0808100000000   08     081   Moffat County, CO                                 2018         7,357        7,109        248      3.4
CN0808300000000   08     083   Montezuma County, CO                              2018        12,839       12,271        568      4.4
CN0808500000000   08     085   Montrose County, CO                               2018        21,410       20,681        729      3.4
CN0808700000000   08     087   Morgan County, CO                                 2018        16,189       15,754        435      2.7
CN0808900000000   08     089   Otero County, CO                                  2018         8,309        7,921        388      4.7
CN0809100000000   08     091   Ouray County, CO                                  2018         2,363        2,287         76      3.2
CN0809300000000   08     093   Park County, CO                                   2018        10,922       10,636        286      2.6
CN0809500000000   08     095   Phillips County, CO                               2018         2,570        2,524         46      1.8
CN0809700000000   08     097   Pitkin County, CO                                 2018        11,117       10,727        390      3.5
CN0809900000000   08     099   Prowers County, CO                                2018         6,225        6,034        191      3.1
CN0810100000000   08     101   Pueblo County, CO                                 2018        74,736       71,382      3,354      4.5
CN0810300000000   08     103   Rio Blanco County, CO                             2018         2,907        2,795        112      3.9
CN0810500000000   08     105   Rio Grande County, CO                             2018         5,364        5,122        242      4.5
CN0810700000000   08     107   Routt County, CO                                  2018        16,078       15,678        400      2.5
CN0810900000000   08     109   Saguache County, CO                               2018         3,497        3,345        152      4.3
CN0811100000000   08     111   San Juan County, CO                               2018           519          504         15      2.9
CN0811300000000   08     113   San Miguel County, CO                             2018         5,506        5,331        175      3.2
CN0811500000000   08     115   Sedgwick County, CO                               2018         1,177        1,149         28      2.4
CN0811700000000   08     117   Summit County, CO                                 2018        22,291       21,841        450      2.0
CN0811900000000   08     119   Teller County, CO                                 2018        12,414       11,992        422      3.4
CN0812100000000   08     121   Washington County, CO                             2018         3,027        2,957         70      2.3
CN0812300000000   08     123   Weld County, CO                                   2018       163,409      158,866      4,543      2.8
CN0812500000000   08     125   Yuma County, CO                                   2018         5,952        5,842        110      1.8
CN0900100000000   09     001   Fairfield County, CT                              2018       485,919      467,592     18,327      3.8
CN0900300000000   09     003   Hartford County, CT                               2018       486,605      466,922     19,683      4.0
CN0900500000000   09     005   Litchfield County, CT                             2018       106,245      102,370      3,875      3.6
CN0900700000000   09     007   Middlesex County, CT                              2018        94,486       91,324      3,162      3.3
CN0900900000000   09     009   New Haven County, CT                              2018       467,068      447,589     19,479      4.2
CN0901100000000   09     011   New London County, CT                             2018       139,122      133,887      5,235      3.8
CN0901300000000   09     013   Tolland County, CT                                2018        87,655       84,661      2,994      3.4
CN0901500000000   09     015   Windham County, CT                                2018        64,397       61,624      2,773      4.3
CN1000100000000   10     001   Kent County, DE                                   2018        77,802       74,578      3,224      4.1
CN1000300000000   10     003   New Castle County, DE                             2018       296,795      285,953     10,842      3.7
CN1000500000000   10     005   Sussex County, DE                                 2018       105,558      101,613      3,945      3.7
CN1100100000000   11     001   District of Columbia                              2018       396,039      373,772     22,267      5.6
CN1200100000000   12     001   Alachua County, FL                                2018       136,262      131,666      4,596      3.4
CN1200300000000   12     003   Baker County, FL                                  2018        11,553       11,144        409      3.5
CN1200500000000   12     005   Bay County, FL                                    2018        87,320       83,677      3,643      4.2
CN1200700000000   12     007   Bradford County, FL                               2018        11,059       10,674        385      3.5
CN1200900000000   12     009   Brevard County, FL                                2018       274,551      264,555      9,996      3.6
CN1201100000000   12     011   Broward County, FL                                2018     1,024,312      988,673     35,639      3.5
CN1201300000000   12     013   Calhoun County, FL                                2018         4,905        4,690        215      4.4
CN1201500000000   12     015   Charlotte County, FL                              2018        70,252       67,332      2,920      4.2
CN1201700000000   12     017   Citrus County, FL                                 2018        47,150       44,605      2,545      5.4
CN1201900000000   12     019   Clay County, FL                                   2018       105,002      101,420      3,582      3.4
CN1202100000000   12     021   Collier County, FL                                2018       176,352      170,050      6,302      3.6
CN1202300000000   12     023   Columbia County, FL                               2018        29,195       28,056      1,139      3.9
CN1202700000000   12     027   DeSoto County, FL                                 2018        13,604       13,050        554      4.1
CN1202900000000   12     029   Dixie County, FL                                  2018         5,734        5,486        248      4.3
CN1203100000000   12     031   Duval County, FL                                  2018       479,833      461,935     17,898      3.7
